Product_ID,Category,Ingredient,Brand,Store,Link,Serving_Form,Typical_Use,Timing,Avoid_If,Third_Party_Tested,NSF_Certified,Price,Est_Monthly_Cost,Notes,Evidence_Link,NCAA_Risk_Tier,Athlete_Safe_OK
IBX-0507,Probiotic,Probiotic (Lactobacillus/Bifidobacterium blend),,,,capsule,gut/immune support,Any,immunocompromised—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/33481001/,Green,Y
IBX-0508,Fiber,Psyllium husk fiber,,,,powder,gut/general health,Any,swallowing issues; take with water,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0509,Vitamin C,Vitamin C (ascorbic acid),,,,capsule,immune support,AM,kidney stones history—caution with high doses,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0510,Zinc,Zinc picolinate,,,,gummy,immune support,Any,nausea on empty stomach; long-term high dose can lower copper,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0511,Multivitamin,Multivitamin (no stimulants),,,,gummy,general health,AM,check iron content if not needed,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0512,Curcumin,Curcumin (turmeric extract),,,,capsule,recovery/joints,PM,blood thinners—ask clinician; gallbladder issues,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0513,Glucosamine,Glucosamine sulfate,,,,softgel,joints,Any,shellfish allergy (some sources),Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0514,Chondroitin,Chondroitin sulfate,,,,packet,joints,AM,blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0515,Glycine,Glycine,,,,gummy,sleep/recovery,PM,GI upset possible,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0516,L-Theanine,L-theanine,,,,softgel,focus/sleep,Any,may lower blood pressure; sedation with other agents,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0517,Melatonin,Melatonin (low-dose),,,,packet,sleep,PM,avoid if athletic dept restricts; next-day grogginess possible,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0518,EAA,Essential amino acids (EAA blend),,,,powder,recovery/strength,Training,PKU—avoid phenylalanine,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0519,BCAA,BCAA (2:1:1),,,,tablet,recovery,Any,PKU—avoid phenylalanine,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0520,Citrulline,L-citrulline,,,,tablet,endurance,Training,low blood pressure—caution,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0521,Taurine,Taurine,,,,gummy,endurance/recovery,PM,kidney disease—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0522,Iron,Iron (only if deficient),,,,powder,general health/endurance,Any,do not use unless directed; GI upset common,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0523,Calcium,Calcium citrate,,,,packet,general health,AM,kidney stones—caution; separate from iron,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0524,Potassium,Potassium (low-dose),,,,packet,hydration,Training,kidney disease; ACE inhibitors—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0525,Sodium,Sodium (salt tabs / sodium citrate),,,,softgel,hydration/endurance,Training,hypertension—monitor,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0526,Digestive Enzymes,Digestive enzyme blend (non-stimulant),,,,packet,gut,AM,food allergies to enzyme sources,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0527,Ginger,Ginger extract,,,,liquid,gut/recovery,PM,blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0528,Peppermint,Peppermint oil (enteric coated),,,,softgel,gut,PM,reflux/GERD can worsen,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0529,Creatine,Creatine monohydrate,,,,liquid,strength/recovery,AM,kidney disease; consult clinician if concerns,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pmc.ncbi.nlm.nih.gov/articles/PMC8228369/,Green,Y
IBX-0530,Omega-3,Omega-3 fish oil (EPA/DHA),,,,softgel,recovery/general health,PM,fish allergy; blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/32382573/,Green,Y
IBX-0531,Magnesium,Magnesium glycinate,,,,packet,sleep/recovery,Any,kidney disease; may cause GI upset,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/35184264/,Green,Y
IBX-0532,Vitamin D,Vitamin D3 (cholecalciferol),,,,powder,general health/strength,PM,hypercalcemia; consult clinician for dosing,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/38860160/,Green,Y
IBX-0533,Electrolytes,Electrolyte mix (sodium/potassium/magnesium),,,,softgel,hydration/endurance,Training,kidney disease; hypertension—monitor sodium,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0534,Protein,Whey protein isolate,,,,softgel,recovery/strength,Training,dairy allergy; lactose intolerance (choose isolate),Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0535,Protein,Casein protein,,,,softgel,recovery,PM,dairy allergy,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0536,Collagen,Collagen peptides,,,,tablet,joints/recovery,Any,animal protein allergy,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0537,Tart Cherry,Tart cherry (concentrate or extract),,,,packet,recovery/sleep,PM,GI sensitivity (sorbitol); diabetes—watch sugars,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/33440334/,Green,Y
IBX-0538,Beetroot,Beetroot (dietary nitrate),,,,softgel,endurance,Training,low blood pressure; kidney stone history (oxalates) caution,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/27600147/,Green,Y
IBX-0539,Beta-Alanine,Beta-alanine,,,,gummy,endurance/strength,AM,tingling/paresthesia possible,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/27797728/,Green,Y
IBX-0540,Probiotic,Probiotic (Lactobacillus/Bifidobacterium blend),,,,tablet,gut/immune support,AM,immunocompromised—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/33481001/,Green,Y
IBX-0541,Fiber,Psyllium husk fiber,,,,powder,gut/general health,AM,swallowing issues; take with water,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0542,Vitamin C,Vitamin C (ascorbic acid),,,,capsule,immune support,PM,kidney stones history—caution with high doses,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0543,Zinc,Zinc picolinate,,,,powder,immune support,AM,nausea on empty stomach; long-term high dose can lower copper,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0544,Multivitamin,Multivitamin (no stimulants),,,,capsule,general health,Any,check iron content if not needed,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0545,Curcumin,Curcumin (turmeric extract),,,,powder,recovery/joints,AM,blood thinners—ask clinician; gallbladder issues,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0546,Glucosamine,Glucosamine sulfate,,,,gummy,joints,AM,shellfish allergy (some sources),Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0547,Chondroitin,Chondroitin sulfate,,,,gummy,joints,PM,blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0548,Glycine,Glycine,,,,softgel,sleep/recovery,Any,GI upset possible,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0549,L-Theanine,L-theanine,,,,softgel,focus/sleep,PM,may lower blood pressure; sedation with other agents,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0550,Melatonin,Melatonin (low-dose),,,,softgel,sleep,PM,avoid if athletic dept restricts; next-day grogginess possible,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0551,EAA,Essential amino acids (EAA blend),,,,packet,recovery/strength,Training,PKU—avoid phenylalanine,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0552,BCAA,BCAA (2:1:1),,,,tablet,recovery,Training,PKU—avoid phenylalanine,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0553,Citrulline,L-citrulline,,,,powder,endurance,Training,low blood pressure—caution,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0554,Taurine,Taurine,,,,liquid,endurance/recovery,PM,kidney disease—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0555,Iron,Iron (only if deficient),,,,liquid,general health/endurance,AM,do not use unless directed; GI upset common,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0556,Calcium,Calcium citrate,,,,packet,general health,AM,kidney stones—caution; separate from iron,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0557,Potassium,Potassium (low-dose),,,,packet,hydration,Any,kidney disease; ACE inhibitors—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0558,Sodium,Sodium (salt tabs / sodium citrate),,,,capsule,hydration/endurance,Training,hypertension—monitor,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0559,Digestive Enzymes,Digestive enzyme blend (non-stimulant),,,,gummy,gut,Any,food allergies to enzyme sources,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0560,Ginger,Ginger extract,,,,powder,gut/recovery,PM,blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0561,Peppermint,Peppermint oil (enteric coated),,,,liquid,gut,PM,reflux/GERD can worsen,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0562,Creatine,Creatine monohydrate,,,,tablet,strength/recovery,Any,kidney disease; consult clinician if concerns,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pmc.ncbi.nlm.nih.gov/articles/PMC8228369/,Green,Y
IBX-0563,Omega-3,Omega-3 fish oil (EPA/DHA),,,,powder,recovery/general health,PM,fish allergy; blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/32382573/,Green,Y
IBX-0564,Magnesium,Magnesium glycinate,,,,powder,sleep/recovery,Any,kidney disease; may cause GI upset,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/35184264/,Green,Y
IBX-0565,Vitamin D,Vitamin D3 (cholecalciferol),,,,packet,general health/strength,PM,hypercalcemia; consult clinician for dosing,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/38860160/,Green,Y
IBX-0566,Electrolytes,Electrolyte mix (sodium/potassium/magnesium),,,,packet,hydration/endurance,Any,kidney disease; hypertension—monitor sodium,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0567,Protein,Whey protein isolate,,,,softgel,recovery/strength,Any,dairy allergy; lactose intolerance (choose isolate),Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0568,Protein,Casein protein,,,,capsule,recovery,Any,dairy allergy,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0569,Collagen,Collagen peptides,,,,capsule,joints/recovery,AM,animal protein allergy,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0570,Tart Cherry,Tart cherry (concentrate or extract),,,,capsule,recovery/sleep,PM,GI sensitivity (sorbitol); diabetes—watch sugars,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/33440334/,Green,Y
IBX-0571,Beetroot,Beetroot (dietary nitrate),,,,gummy,endurance,Any,low blood pressure; kidney stone history (oxalates) caution,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/27600147/,Green,Y
IBX-0572,Beta-Alanine,Beta-alanine,,,,powder,endurance/strength,PM,tingling/paresthesia possible,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/27797728/,Green,Y
IBX-0573,Probiotic,Probiotic (Lactobacillus/Bifidobacterium blend),,,,powder,gut/immune support,Any,immunocompromised—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/33481001/,Green,Y
IBX-0574,Fiber,Psyllium husk fiber,,,,packet,gut/general health,Any,swallowing issues; take with water,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0575,Vitamin C,Vitamin C (ascorbic acid),,,,liquid,immune support,AM,kidney stones history—caution with high doses,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0576,Zinc,Zinc picolinate,,,,packet,immune support,Any,nausea on empty stomach; long-term high dose can lower copper,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0577,Multivitamin,Multivitamin (no stimulants),,,,powder,general health,AM,check iron content if not needed,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0578,Curcumin,Curcumin (turmeric extract),,,,powder,recovery/joints,AM,blood thinners—ask clinician; gallbladder issues,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0579,Glucosamine,Glucosamine sulfate,,,,powder,joints,AM,shellfish allergy (some sources),Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0580,Chondroitin,Chondroitin sulfate,,,,capsule,joints,Any,blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0581,Glycine,Glycine,,,,packet,sleep/recovery,PM,GI upset possible,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0582,L-Theanine,L-theanine,,,,liquid,focus/sleep,Any,may lower blood pressure; sedation with other agents,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0583,Melatonin,Melatonin (low-dose),,,,powder,sleep,PM,avoid if athletic dept restricts; next-day grogginess possible,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0584,EAA,Essential amino acids (EAA blend),,,,powder,recovery/strength,Any,PKU—avoid phenylalanine,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0585,BCAA,BCAA (2:1:1),,,,capsule,recovery,Training,PKU—avoid phenylalanine,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0586,Citrulline,L-citrulline,,,,gummy,endurance,Any,low blood pressure—caution,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0587,Taurine,Taurine,,,,softgel,endurance/recovery,PM,kidney disease—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0588,Iron,Iron (only if deficient),,,,tablet,general health/endurance,AM,do not use unless directed; GI upset common,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0589,Calcium,Calcium citrate,,,,capsule,general health,AM,kidney stones—caution; separate from iron,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0590,Potassium,Potassium (low-dose),,,,softgel,hydration,Training,kidney disease; ACE inhibitors—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0591,Sodium,Sodium (salt tabs / sodium citrate),,,,gummy,hydration/endurance,Any,hypertension—monitor,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0592,Digestive Enzymes,Digestive enzyme blend (non-stimulant),,,,capsule,gut,AM,food allergies to enzyme sources,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0593,Ginger,Ginger extract,,,,gummy,gut/recovery,PM,blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0594,Peppermint,Peppermint oil (enteric coated),,,,capsule,gut,Any,reflux/GERD can worsen,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0595,Creatine,Creatine monohydrate,,,,softgel,strength/recovery,PM,kidney disease; consult clinician if concerns,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pmc.ncbi.nlm.nih.gov/articles/PMC8228369/,Green,Y
IBX-0596,Omega-3,Omega-3 fish oil (EPA/DHA),,,,tablet,recovery/general health,PM,fish allergy; blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/32382573/,Green,Y
IBX-0597,Magnesium,Magnesium glycinate,,,,capsule,sleep/recovery,PM,kidney disease; may cause GI upset,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/35184264/,Green,Y
IBX-0598,Vitamin D,Vitamin D3 (cholecalciferol),,,,powder,general health/strength,PM,hypercalcemia; consult clinician for dosing,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/38860160/,Green,Y
IBX-0599,Electrolytes,Electrolyte mix (sodium/potassium/magnesium),,,,gummy,hydration/endurance,Training,kidney disease; hypertension—monitor sodium,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0600,Protein,Whey protein isolate,,,,packet,recovery/strength,Any,dairy allergy; lactose intolerance (choose isolate),Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0601,Protein,Casein protein,,,,packet,recovery,Any,dairy allergy,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
